temp,humidity,wind_speed,pressure,aqi,country,city1,city2,date
14,93,12.2,1016,9,USA,Wisconsin,Mount Morris,2020-05-23T12:00:00.000Z
16,82,18.0,1015,25,USA,Wisconsin,Mount Horeb,2020-05-23T12:00:00.000Z
14,87,12.2,1016,25,USA,Wisconsin,Mosinee,2020-05-23T12:00:00.000Z
16,82,15.1,1014,34,USA,Wisconsin,Monticello,2020-05-23T12:00:00.000Z
16,82,15.1,1014,42,USA,Wisconsin,Monroe,2020-05-23T12:00:00.000Z
15,95,5.1,1015,0,USA,Wisconsin,Mondovi,2020-05-23T12:00:00.000Z
14,93,12.2,1016,17,USA,Wisconsin,Montello,2020-05-23T12:00:00.000Z
17,77,18.0,1014,42,USA,Wisconsin,Mineral Point,2020-05-23T12:00:00.000Z
15,87,20.9,1015,21,USA,Wisconsin,Monona,2020-05-23T12:00:00.000Z
15,93,18.3,1017,17,USA,Wisconsin,Mishicot,2020-05-23T12:00:00.000Z
14,100,15.1,1016,21,USA,Wisconsin,Milford,2020-05-23T12:00:00.000Z
15,82,18.0,1015,25,USA,Wisconsin,Middleton,2020-05-23T12:00:00.000Z
13,99,17.4,1014,17,USA,Wisconsin,Mequon,2020-05-23T12:00:00.000Z
16,82,15.1,1017,25,USA,Wisconsin,Merrill,2020-05-23T12:00:00.000Z
14,92,7.7,1014,25,USA,Wisconsin,Merton,2020-05-23T12:00:00.000Z
14,93,17.1,1014,0,USA,Wisconsin,Menomonie,2020-05-23T12:00:00.000Z
14,93,8.7,1016,25,USA,Wisconsin,Menasha,2020-05-23T12:00:00.000Z
13,93,12.2,1016,21,USA,Wisconsin,Menomonee Falls,2020-05-23T12:00:00.000Z
15,87,20.9,1015,21,USA,Wisconsin,McFarland,2020-05-23T12:00:00.000Z
17,82,5.1,1015,25,USA,Wisconsin,Mazomanie,2020-05-23T12:00:00.000Z
13,93,15.1,1016,21,USA,Wisconsin,Mayville,2020-05-23T12:00:00.000Z
14,93,8.7,1015,29,USA,Wisconsin,Mauston,2020-05-23T12:00:00.000Z
14,87,18.0,1015,21,USA,Wisconsin,Marshfield,2020-05-23T12:00:00.000Z
15,91,29.6,1014,21,USA,Wisconsin,Marshall,2020-05-23T12:00:00.000Z
15,87,12.2,1017,5,USA,Wisconsin,Marion,2020-05-23T12:00:00.000Z
14,93,15.1,1016,17,USA,Wisconsin,Markesan,2020-05-23T12:00:00.000Z
15,77,8.7,1017,5,USA,Wisconsin,Marinette,2020-05-23T12:00:00.000Z
15,87,18.0,1016,25,USA,Wisconsin,Marathon,2020-05-23T12:00:00.000Z
16,87,20.9,1015,21,USA,Wisconsin,Maple Bluff,2020-05-23T12:00:00.000Z
14,93,18.0,1017,17,USA,Wisconsin,Manitowoc,2020-05-23T12:00:00.000Z
14,96,2.6,1017,17,USA,Wisconsin,Manchester,2020-05-23T12:00:00.000Z
13,93,15.1,1017,5,USA,Wisconsin,Manawa,2020-05-23T12:00:00.000Z
16,77,12.2,1014,51,USA,Wisconsin,Luck,2020-05-23T12:00:00.000Z
15,93,20.0,1017,9,USA,Wisconsin,Luxemburg,2020-05-23T12:00:00.000Z
14,87,18.0,1015,9,USA,Wisconsin,Loyal,2020-05-23T12:00:00.000Z
16,82,23.8,1016,25,USA,Wisconsin,Maine,2020-05-23T12:00:00.000Z
15,90,30.7,1014,25,USA,Wisconsin,Lodi,2020-05-23T12:00:00.000Z
14,87,12.2,1016,5,USA,Wisconsin,Lomira,2020-05-23T12:00:00.000Z
17,77,15.1,1015,46,USA,Wisconsin,Little Round Lake,2020-05-23T12:00:00.000Z
15,93,8.7,1016,21,USA,Wisconsin,Little Chute,2020-05-23T12:00:00.000Z
15,88,8.7,1017,9,USA,Wisconsin,Legend Lake,2020-05-23T12:00:00.000Z
14,96,21.2,1014,25,USA,Wisconsin,Lannon,2020-05-23T12:00:00.000Z
17,93,33.0,1013,46,USA,Wisconsin,Lancaster,2020-05-23T12:00:00.000Z
15,87,12.2,1016,9,USA,Wisconsin,Lamartine,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Lake Wissota,2020-05-23T12:00:00.000Z
16,88,2.6,1014,25,USA,Wisconsin,Lake Wisconsin,2020-05-23T12:00:00.000Z
15,82,15.1,1016,25,USA,Wisconsin,Lake Wazeecha,2020-05-23T12:00:00.000Z
11,81,2.6,1014,34,USA,Wisconsin,Lake Nebagamon,2020-05-23T12:00:00.000Z
15,91,29.8,1014,21,USA,Wisconsin,Lake Ripley,2020-05-23T12:00:00.000Z
14,100,15.1,1016,21,USA,Wisconsin,Lake Mills,2020-05-23T12:00:00.000Z
15,93,30.4,1012,25,USA,Wisconsin,Lake Koshkonong,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Lake Hallie,2020-05-23T12:00:00.000Z
14,93,15.1,1015,29,USA,Wisconsin,Lake Delton,2020-05-23T12:00:00.000Z
16,82,12.2,1016,21,USA,Wisconsin,Ladysmith,2020-05-23T12:00:00.000Z
16,88,12.2,1016,29,USA,Wisconsin,Lac du Flambeau,2020-05-23T12:00:00.000Z
13,100,28.0,1016,25,USA,Wisconsin,Lake Geneva,2020-05-23T12:00:00.000Z
15,87,12.2,1016,21,USA,Wisconsin,Kronenwetter,2020-05-23T12:00:00.000Z
14,100,18.0,1016,21,USA,Wisconsin,Kohler,2020-05-23T12:00:00.000Z
14,87,12.2,1017,5,USA,Wisconsin,King,2020-05-23T12:00:00.000Z
14,87,16.9,1017,9,USA,Wisconsin,Kiel,2020-05-23T12:00:00.000Z
15,93,20.0,1017,9,USA,Wisconsin,Kewaunee,2020-05-23T12:00:00.000Z
12,93,20.9,1016,21,USA,Wisconsin,Kenosha,2020-05-23T12:00:00.000Z
16,88,8.7,1017,5,USA,Wisconsin,Keshena,2020-05-23T12:00:00.000Z
14,93,8.7,1016,21,USA,Wisconsin,Kaukauna,2020-05-23T12:00:00.000Z
15,93,8.7,1016,21,USA,Wisconsin,Kimberly,2020-05-23T12:00:00.000Z
13,93,15.1,1016,17,USA,Wisconsin,Juneau,2020-05-23T12:00:00.000Z
13,100,18.0,1016,21,USA,Wisconsin,Kewaskum,2020-05-23T12:00:00.000Z
14,100,15.1,1016,25,USA,Wisconsin,Johnson Creek,2020-05-23T12:00:00.000Z
14,100,15.1,1016,21,USA,Wisconsin,Jefferson,2020-05-23T12:00:00.000Z
13,95,5.1,1015,21,USA,Wisconsin,Jackson,2020-05-23T12:00:00.000Z
16,93,29.6,1015,38,USA,Wisconsin,Janesville,2020-05-23T12:00:00.000Z
14,100,15.1,1016,25,USA,Wisconsin,Ixonia,2020-05-23T12:00:00.000Z
14,87,12.2,1017,5,USA,Wisconsin,Iola,2020-05-23T12:00:00.000Z
16,88,18.0,1013,5,USA,Wisconsin,Independence,2020-05-23T12:00:00.000Z
14,93,15.1,1016,21,USA,Wisconsin,Hustisford,2020-05-23T12:00:00.000Z
15,77,8.7,1016,38,USA,Wisconsin,Hurley,2020-05-23T12:00:00.000Z
14,87,15.0,1017,17,USA,Wisconsin,Howards Grove,2020-05-23T12:00:00.000Z
15,100,12.2,1014,9,USA,Wisconsin,Hudson,2020-05-23T12:00:00.000Z
17,77,12.2,1013,25,USA,Wisconsin,Holmen,2020-05-23T12:00:00.000Z
15,93,14.6,1017,9,USA,Wisconsin,Howard,2020-05-23T12:00:00.000Z
14,93,14.3,1017,21,USA,Wisconsin,Hobart,2020-05-23T12:00:00.000Z
18,93,33.0,1013,46,USA,Wisconsin,Hazel Green,2020-05-23T12:00:00.000Z
17,93,8.7,1015,38,USA,Wisconsin,Hillsboro,2020-05-23T12:00:00.000Z
17,77,15.1,1015,51,USA,Wisconsin,Hayward,2020-05-23T12:00:00.000Z
13,97,2.6,1013,25,USA,Wisconsin,Hartland,2020-05-23T12:00:00.000Z
14,95,20.1,1014,5,USA,Wisconsin,Hilbert,2020-05-23T12:00:00.000Z
15,93,8.7,1016,21,USA,Wisconsin,Harrison,2020-05-23T12:00:00.000Z
13,93,10.3,1015,25,USA,Wisconsin,Hartford,2020-05-23T12:00:00.000Z
14,93,15.1,1014,9,USA,Wisconsin,Hammond,2020-05-23T12:00:00.000Z
13,93,18.0,1016,17,USA,Wisconsin,Greenfield,2020-05-23T12:00:00.000Z
14,87,18.0,1015,5,USA,Wisconsin,Greenwood,2020-05-23T12:00:00.000Z
12,93,18.0,1016,17,USA,Wisconsin,Greendale,2020-05-23T12:00:00.000Z
13,93,18.0,1016,17,USA,Wisconsin,Hales Corners,2020-05-23T12:00:00.000Z
14,96,2.6,1017,9,USA,Wisconsin,Green Lake,2020-05-23T12:00:00.000Z
16,82,18.7,1014,46,USA,Wisconsin,Grantsburg,2020-05-23T12:00:00.000Z
13,100,18.0,1016,17,USA,Wisconsin,Grafton,2020-05-23T12:00:00.000Z
14,93,21.6,1014,9,USA,Wisconsin,Glenwood City,2020-05-23T12:00:00.000Z
15,93,16.7,1017,9,USA,Wisconsin,Glenmore,2020-05-23T12:00:00.000Z
13,93,12.2,1016,21,USA,Wisconsin,Glendale,2020-05-23T12:00:00.000Z
16,88,8.7,1017,9,USA,Wisconsin,Gillett,2020-05-23T12:00:00.000Z
13,99,19.8,1016,17,USA,Wisconsin,Germantown,2020-05-23T12:00:00.000Z
15,97,24.9,1014,25,USA,Wisconsin,Genoa City,2020-05-23T12:00:00.000Z
14,93,8.7,1015,25,USA,Wisconsin,Friendship,2020-05-23T12:00:00.000Z
16,77,12.2,1013,38,USA,Wisconsin,French Island,2020-05-23T12:00:00.000Z
13,100,15.9,1017,21,USA,Wisconsin,Fredonia,2020-05-23T12:00:00.000Z
16,77,12.2,1014,51,USA,Wisconsin,Frederic,2020-05-23T12:00:00.000Z
17,88,18.0,1013,25,USA,Wisconsin,Galesville,2020-05-23T12:00:00.000Z
13,93,12.2,1016,17,USA,Wisconsin,Fox Point,2020-05-23T12:00:00.000Z
15,93,29.9,1012,25,USA,Wisconsin,Fort Atkinson,2020-05-23T12:00:00.000Z
16,82,18.0,1015,25,USA,Wisconsin,Fitchburg,2020-05-23T12:00:00.000Z
15,96,2.6,1014,29,USA,Wisconsin,Fontana,2020-05-23T12:00:00.000Z
12,93,18.0,1016,17,USA,Wisconsin,Franklin,2020-05-23T12:00:00.000Z
18,72,12.2,1017,17,USA,Wisconsin,Florence,2020-05-23T12:00:00.000Z
14,93,15.1,1016,13,USA,Wisconsin,Fall River,2020-05-23T12:00:00.000Z
14,93,15.1,1016,17,USA,Wisconsin,Fox Lake,2020-05-23T12:00:00.000Z
16,93,29.6,1015,34,USA,Wisconsin,Evansville,2020-05-23T12:00:00.000Z
17,72,12.2,1013,46,USA,Wisconsin,Fennimore,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Fall Creek,2020-05-23T12:00:00.000Z
15,87,12.2,1016,21,USA,Wisconsin,Evergreen,2020-05-23T12:00:00.000Z
16,82,20.9,1013,5,USA,Wisconsin,Ellsworth,2020-05-23T12:00:00.000Z
13,93,8.7,1015,38,USA,Wisconsin,Elroy,2020-05-23T12:00:00.000Z
13,87,20.4,1016,5,USA,Wisconsin,Eldorado,2020-05-23T12:00:00.000Z
13,100,15.1,1016,29,USA,Wisconsin,Elkhorn,2020-05-23T12:00:00.000Z
13,93,12.2,1016,21,USA,Wisconsin,Elm Grove,2020-05-23T12:00:00.000Z
14,93,14.0,1017,5,USA,Wisconsin,Ellison Bay,2020-05-23T12:00:00.000Z
15,82,23.8,1016,25,USA,Wisconsin,Edgar,2020-05-23T12:00:00.000Z
14,93,8.7,1015,25,USA,Wisconsin,Easton,2020-05-23T12:00:00.000Z
17,72,18.0,1017,25,USA,Wisconsin,Eagle River,2020-05-23T12:00:00.000Z
16,93,29.6,1015,25,USA,Wisconsin,Edgerton,2020-05-23T12:00:00.000Z
13,100,15.1,1016,25,USA,Wisconsin,East Troy,2020-05-23T12:00:00.000Z
13,100,12.2,1016,29,USA,Wisconsin,Dousman,2020-05-23T12:00:00.000Z
13,100,20.1,1016,21,USA,Wisconsin,Eagle Lake,2020-05-23T12:00:00.000Z
18,93,33.0,1013,46,USA,Wisconsin,Dickeyville,2020-05-23T12:00:00.000Z
16,77,18.0,1014,42,USA,Wisconsin,Dodgeville,2020-05-23T12:00:00.000Z
15,92,7.7,1016,9,USA,Wisconsin,Denmark,2020-05-23T12:00:00.000Z
15,93,16.7,1014,0,USA,Wisconsin,Durand,2020-05-23T12:00:00.000Z
14,100,30.1,1016,29,USA,Wisconsin,Delavan Lake,2020-05-23T12:00:00.000Z
13,100,29.9,1016,29,USA,Wisconsin,Delavan,2020-05-23T12:00:00.000Z
15,91,30.3,1014,21,USA,Wisconsin,Deerfield,2020-05-23T12:00:00.000Z
13,100,12.2,1016,29,USA,Wisconsin,Delafield,2020-05-23T12:00:00.000Z
15,87,15.1,1014,34,USA,Wisconsin,Decatur,2020-05-23T12:00:00.000Z
17,93,33.0,1013,46,USA,Wisconsin,Darlington,2020-05-23T12:00:00.000Z
16,87,20.9,1015,17,USA,Wisconsin,De Forest,2020-05-23T12:00:00.000Z
14,93,15.1,1017,9,USA,Wisconsin,De Pere,2020-05-23T12:00:00.000Z
16,93,29.6,1015,29,USA,Wisconsin,Darien,2020-05-23T12:00:00.000Z
16,82,18.0,1015,25,USA,Wisconsin,Dane,2020-05-23T12:00:00.000Z
14,93,12.2,1016,17,USA,Wisconsin,Dakota,2020-05-23T12:00:00.000Z
11,93,18.0,1016,17,USA,Wisconsin,Cudahy,2020-05-23T12:00:00.000Z
16,93,29.6,1014,46,USA,Wisconsin,Cuba City,2020-05-23T12:00:00.000Z
15,82,15.1,1015,38,USA,Wisconsin,Cumberland,2020-05-23T12:00:00.000Z
15,87,20.9,1015,21,USA,Wisconsin,Cottage Grove,2020-05-23T12:00:00.000Z
16,82,12.2,1016,9,USA,Wisconsin,Cornell,2020-05-23T12:00:00.000Z
15,82,15.1,1015,25,USA,Wisconsin,Cross Plains,2020-05-23T12:00:00.000Z
14,100,15.1,1016,25,USA,Wisconsin,Concord,2020-05-23T12:00:00.000Z
13,100,27.4,1016,25,USA,Wisconsin,Como,2020-05-23T12:00:00.000Z
14,93,8.7,1016,21,USA,Wisconsin,Combined Locks,2020-05-23T12:00:00.000Z
15,93,18.3,1017,13,USA,Wisconsin,Cooperstown,2020-05-23T12:00:00.000Z
15,90,29.8,1013,17,USA,Wisconsin,Columbus,2020-05-23T12:00:00.000Z
14,93,20.8,1014,5,USA,Wisconsin,Colfax,2020-05-23T12:00:00.000Z
14,93,20.9,1016,25,USA,Wisconsin,Colby,2020-05-23T12:00:00.000Z
15,87,12.2,1017,9,USA,Wisconsin,Clintonville,2020-05-23T12:00:00.000Z
15,87,14.5,1017,17,USA,Wisconsin,Cleveland,2020-05-23T12:00:00.000Z
15,93,15.1,1014,21,USA,Wisconsin,Clear Lake,2020-05-23T12:00:00.000Z
15,100,29.6,1015,38,USA,Wisconsin,Clinton,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Chippewa Falls,2020-05-23T12:00:00.000Z
15,93,15.1,1016,5,USA,Wisconsin,Chilton,2020-05-23T12:00:00.000Z
14,98,16.4,1015,17,USA,Wisconsin,Cedarburg,2020-05-23T12:00:00.000Z
15,87,8.7,1015,21,USA,Wisconsin,Chetek,2020-05-23T12:00:00.000Z
13,93,19.8,1017,17,USA,Wisconsin,Cedar Grove,2020-05-23T12:00:00.000Z
15,93,16.1,1017,17,USA,Wisconsin,Cato,2020-05-23T12:00:00.000Z
18,88,29.6,1014,42,USA,Wisconsin,Cashton,2020-05-23T12:00:00.000Z
13,96,2.6,1015,5,USA,Wisconsin,Campbellsport,2020-05-23T12:00:00.000Z
15,93,15.1,1016,25,USA,Wisconsin,Camp Lake,2020-05-23T12:00:00.000Z
15,87,15.1,1015,25,USA,Wisconsin,Cameron,2020-05-23T12:00:00.000Z
15,93,29.9,1014,21,USA,Wisconsin,Cambridge,2020-05-23T12:00:00.000Z
12,100,12.2,1017,21,USA,Wisconsin,Caledonia,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Cadott,2020-05-23T12:00:00.000Z
13,100,23.0,1016,21,USA,Wisconsin,Burlington,2020-05-23T12:00:00.000Z
14,93,15.1,1017,5,USA,Wisconsin,Brussels,2020-05-23T12:00:00.000Z
13,100,21.9,1016,21,USA,Wisconsin,Browns Lake,2020-05-23T12:00:00.000Z
13,93,12.2,1016,5,USA,Wisconsin,Brothertown,2020-05-23T12:00:00.000Z
13,93,12.2,1016,21,USA,Wisconsin,Brown Deer,2020-05-23T12:00:00.000Z
16,91,13.0,1015,25,USA,Wisconsin,Brooklyn,2020-05-23T12:00:00.000Z
13,93,12.2,1016,21,USA,Wisconsin,Brookfield,2020-05-23T12:00:00.000Z
13,93,15.1,1016,21,USA,Wisconsin,Bristol,2020-05-23T12:00:00.000Z
15,92,2.6,1016,9,USA,Wisconsin,Brillion,2020-05-23T12:00:00.000Z
17,72,8.7,1013,38,USA,Wisconsin,Brice Prairie,2020-05-23T12:00:00.000Z
14,93,12.2,1014,5,USA,Wisconsin,Boyceville,2020-05-23T12:00:00.000Z
16,82,15.1,1014,42,USA,Wisconsin,Brodhead,2020-05-23T12:00:00.000Z
18,72,12.2,1013,42,USA,Wisconsin,Boscobel,2020-05-23T12:00:00.000Z
16,88,8.7,1017,9,USA,Wisconsin,Bonduel,2020-05-23T12:00:00.000Z
14,100,23.3,1016,21,USA,Wisconsin,Bohners Lake,2020-05-23T12:00:00.000Z
15,87,8.7,1015,9,USA,Wisconsin,Bloomer,2020-05-23T12:00:00.000Z
15,93,8.7,1014,0,USA,Wisconsin,Black River Falls,2020-05-23T12:00:00.000Z
16,82,18.0,1015,25,USA,Wisconsin,Black Earth,2020-05-23T12:00:00.000Z
12,100,12.2,1016,25,USA,Wisconsin,Big Bend,2020-05-23T12:00:00.000Z
14,93,8.7,1016,25,USA,Wisconsin,Black Creek,2020-05-23T12:00:00.000Z
15,87,12.2,1016,9,USA,Wisconsin,Bevent,2020-05-23T12:00:00.000Z
14,89,5.1,1017,9,USA,Wisconsin,Berlin,2020-05-23T12:00:00.000Z
16,93,29.6,1015,42,USA,Wisconsin,Beloit,2020-05-23T12:00:00.000Z
15,93,16.9,1017,9,USA,Wisconsin,Bellevue,2020-05-23T12:00:00.000Z
16,82,15.1,1014,25,USA,Wisconsin,Belleville,2020-05-23T12:00:00.000Z
16,88,8.7,1017,5,USA,Wisconsin,Belle Plaine,2020-05-23T12:00:00.000Z
13,100,19.5,1017,17,USA,Wisconsin,Belgium,2020-05-23T12:00:00.000Z
14,93,15.1,1016,17,USA,Wisconsin,Beaver Dam,2020-05-23T12:00:00.000Z
13,100,18.0,1016,21,USA,Wisconsin,Barton,2020-05-23T12:00:00.000Z
15,87,15.1,1015,25,USA,Wisconsin,Barron,2020-05-23T12:00:00.000Z
17,84,5.1,1013,34,USA,Wisconsin,Barneveld,2020-05-23T12:00:00.000Z
16,77,12.2,1013,34,USA,Wisconsin,Bangor,2020-05-23T12:00:00.000Z
13,100,18.0,1016,21,USA,Wisconsin,Aztalan,2020-05-23T12:00:00.000Z
15,94,5.1,1015,0,USA,Wisconsin,Augusta,2020-05-23T12:00:00.000Z
15,93,20.9,1016,25,USA,Wisconsin,Athens,2020-05-23T12:00:00.000Z
15,100,12.2,1015,29,USA,Wisconsin,Balsam Lake,2020-05-23T12:00:00.000Z
15,93,15.1,1014,9,USA,Wisconsin,Baldwin,2020-05-23T12:00:00.000Z
15,93,15.0,1017,9,USA,Wisconsin,Ashwaubenon,2020-05-23T12:00:00.000Z
14,87,12.2,1016,5,USA,Wisconsin,Ashford,2020-05-23T12:00:00.000Z
16,88,18.0,1014,9,USA,Wisconsin,Arcadia,2020-05-23T12:00:00.000Z
15,93,15.1,1014,29,USA,Wisconsin,Amery,2020-05-23T12:00:00.000Z
14,87,12.2,1017,17,USA,Wisconsin,Amherst,2020-05-23T12:00:00.000Z
15,82,18.0,1014,5,USA,Wisconsin,Altoona,2020-05-23T12:00:00.000Z
17,87,23.8,1035,5,USA,Wisconsin,Alma,2020-05-23T12:00:00.000Z
15,87,20.9,1017,9,USA,Wisconsin,Antigo,2020-05-23T12:00:00.000Z
14,93,15.1,1016,17,USA,Wisconsin,Alto,2020-05-23T12:00:00.000Z
14,93,15.4,1017,9,USA,Wisconsin,Allouez,2020-05-23T12:00:00.000Z
16,82,15.1,1014,34,USA,Wisconsin,Albany,2020-05-23T12:00:00.000Z
14,93,15.1,1017,9,USA,Wisconsin,Algoma,2020-05-23T12:00:00.000Z
12,100,21.4,1017,21,USA,Wisconsin,Addison,2020-05-23T12:00:00.000Z
14,93,8.7,1015,25,USA,Wisconsin,Adams,2020-05-23T12:00:00.000Z
14,93,20.9,1016,25,USA,Wisconsin,Abbotsford,2020-05-23T12:00:00.000Z
16,93,6.0,1020,9,USA,West Virginia,White Sulphur Springs,2020-05-23T12:00:00.000Z
15,93,8.7,1019,17,USA,West Virginia,Westover,2020-05-23T12:00:00.000Z
18,100,8.7,1019,9,USA,West Virginia,Weston,2020-05-23T12:00:00.000Z
17,89,2.6,1019,9,USA,West Virginia,West Union,2020-05-23T12:00:00.000Z
15,93,12.2,1019,21,USA,West Virginia,West Liberty,2020-05-23T12:00:00.000Z
15,93,12.2,1019,21,USA,West Virginia,Wellsburg,2020-05-23T12:00:00.000Z
15,93,15.1,1021,9,USA,West Virginia,Welch,2020-05-23T12:00:00.000Z
14,100,7.2,1018,21,USA,West Virginia,Weirton Heights,2020-05-23T12:00:00.000Z
17,100,2.3,1019,5,USA,West Virginia,Webster Springs,2020-05-23T12:00:00.000Z
15,93,4.3,1018,5,USA,West Virginia,Washington,2020-05-23T12:00:00.000Z
17,100,6.4,1018,9,USA,West Virginia,Wayne,2020-05-23T12:00:00.000Z
15,93,4.8,1020,17,USA,West Virginia,Union,2020-05-23T12:00:00.000Z
17,98,4.0,1015,17,USA,West Virginia,Teays Valley,2020-05-23T12:00:00.000Z
15,87,10.3,1018,13,USA,West Virginia,Terra Alta,2020-05-23T12:00:00.000Z
17,93,15.1,1020,9,USA,West Virginia,Summersville,2020-05-23T12:00:00.000Z
18,88,7.7,1019,9,USA,West Virginia,Stonewood,2020-05-23T12:00:00.000Z
17,99,4.5,1017,17,USA,West Virginia,Tornado,2020-05-23T12:00:00.000Z
16,93,8.7,1019,17,USA,West Virginia,Star City,2020-05-23T12:00:00.000Z
18,93,2.6,1018,9,USA,West Virginia,Sutton,2020-05-23T12:00:00.000Z
16,88,8.7,1020,9,USA,West Virginia,Stanaford,2020-05-23T12:00:00.000Z
17,99,4.3,1019,17,USA,West Virginia,South Charleston,2020-05-23T12:00:00.000Z
19,91,3.1,1017,17,USA,West Virginia,Spencer,2020-05-23T12:00:00.000Z
17,93,15.1,1020,9,USA,West Virginia,Sophia,2020-05-23T12:00:00.000Z
16,93,3.1,1018,9,USA,West Virginia,Sistersville,2020-05-23T12:00:00.000Z
17,100,5.0,1018,17,USA,West Virginia,Sissonville,2020-05-23T12:00:00.000Z
17,88,6.4,1019,17,USA,West Virginia,Shinnston,2020-05-23T12:00:00.000Z
17,93,15.1,1020,9,USA,West Virginia,Shady Spring,2020-05-23T12:00:00.000Z
18,88,8.0,1019,13,USA,West Virginia,Salem,2020-05-23T12:00:00.000Z
17,100,4.3,1019,17,USA,West Virginia,Saint Albans,2020-05-23T12:00:00.000Z
18,47,7.7,1012,25,USA,West Virginia,Shannondale,2020-05-23T12:00:00.000Z
16,93,4.2,1018,5,USA,West Virginia,Saint Marys,2020-05-23T12:00:00.000Z
16,100,7.9,1016,17,USA,West Virginia,Romney,2020-05-23T12:00:00.000Z
16,93,4.5,1020,9,USA,West Virginia,Ronceverte,2020-05-23T12:00:00.000Z
17,93,6.9,1020,5,USA,West Virginia,Richwood,2020-05-23T12:00:00.000Z
17,98,3.5,1013,17,USA,West Virginia,Ravenswood,2020-05-23T12:00:00.000Z
17,99,3.4,1013,17,USA,West Virginia,Ripley,2020-05-23T12:00:00.000Z
17,100,3.4,1018,17,USA,West Virginia,Rand,2020-05-23T12:00:00.000Z
16,93,5.3,1020,5,USA,West Virginia,Rainelle,2020-05-23T12:00:00.000Z
16,88,8.7,1020,9,USA,West Virginia,Prosperity,2020-05-23T12:00:00.000Z
17,88,12.2,1017,25,USA,West Virginia,Ranson,2020-05-23T12:00:00.000Z
15,93,15.1,1021,9,USA,West Virginia,Princeton,2020-05-23T12:00:00.000Z
17,88,6.4,1019,13,USA,West Virginia,Pleasant Valley,2020-05-23T12:00:00.000Z
17,99,6.0,1018,9,USA,West Virginia,Point Pleasant,2020-05-23T12:00:00.000Z
16,93,15.1,1021,9,USA,West Virginia,Pineville,2020-05-23T12:00:00.000Z
16,87,4.0,1018,17,USA,West Virginia,Pinch,2020-05-23T12:00:00.000Z
15,98,10.0,1016,9,USA,West Virginia,Piedmont,2020-05-23T12:00:00.000Z
17,82,8.7,1018,9,USA,West Virginia,Philippi,2020-05-23T12:00:00.000Z
16,93,4.2,1018,17,USA,West Virginia,Petersburg,2020-05-23T12:00:00.000Z
16,89,7.7,1019,9,USA,West Virginia,Pennsboro,2020-05-23T12:00:00.000Z
14,77,8.7,1019,9,USA,West Virginia,Parsons,2020-05-23T12:00:00.000Z
15,93,8.7,1018,5,USA,West Virginia,Parkersburg,2020-05-23T12:00:00.000Z
18,99,5.0,1018,9,USA,West Virginia,Pea Ridge,2020-05-23T12:00:00.000Z
18,93,3.4,1019,9,USA,West Virginia,Oceana,2020-05-23T12:00:00.000Z
17,93,15.1,1020,9,USA,West Virginia,Oak Hill,2020-05-23T12:00:00.000Z
15,99,5.1,1017,17,USA,West Virginia,Paden City,2020-05-23T12:00:00.000Z
17,88,7.6,1019,9,USA,West Virginia,Nutter Fort,2020-05-23T12:00:00.000Z
17,100,4.3,1019,17,USA,West Virginia,Nitro,2020-05-23T12:00:00.000Z
15,93,4.0,1019,21,USA,West Virginia,Newell,2020-05-23T12:00:00.000Z
16,98,2.6,1017,17,USA,West Virginia,New Martinsville,2020-05-23T12:00:00.000Z
16,86,5.8,1017,9,USA,West Virginia,New Haven,2020-05-23T12:00:00.000Z
14,89,5.1,1017,21,USA,West Virginia,New Cumberland,2020-05-23T12:00:00.000Z
16,93,15.1,1020,9,USA,West Virginia,Mullens,2020-05-23T12:00:00.000Z
17,93,15.1,1020,9,USA,West Virginia,Mount Hope,2020-05-23T12:00:00.000Z
17,93,3.9,1018,17,USA,West Virginia,Moorefield,2020-05-23T12:00:00.000Z
17,100,3.1,1018,9,USA,West Virginia,Montgomery,2020-05-23T12:00:00.000Z
15,93,2.9,1018,9,USA,West Virginia,Mineral Wells,2020-05-23T12:00:00.000Z
18,94,4.3,1018,9,USA,West Virginia,Milton,2020-05-23T12:00:00.000Z
19,93,3.9,1019,9,USA,West Virginia,Mount Gay-Shamrock,2020-05-23T12:00:00.000Z
15,93,12.2,1019,21,USA,West Virginia,Moundsville,2020-05-23T12:00:00.000Z
17,88,6.1,1019,17,USA,West Virginia,Monongah,2020-05-23T12:00:00.000Z
15,99,5.1,1017,9,USA,West Virginia,Middlebourne,2020-05-23T12:00:00.000Z
16,87,4.7,1018,17,USA,West Virginia,Marmet,2020-05-23T12:00:00.000Z
16,88,5.5,1019,17,USA,West Virginia,Mannington,2020-05-23T12:00:00.000Z
15,93,12.2,1019,21,USA,West Virginia,McMechen,2020-05-23T12:00:00.000Z
18,93,5.0,1019,9,USA,West Virginia,Madison,2020-05-23T12:00:00.000Z
19,93,2.9,1019,9,USA,West Virginia,Mallory,2020-05-23T12:00:00.000Z
14,93,7.6,1020,9,USA,West Virginia,Marlinton,2020-05-23T12:00:00.000Z
